TSNE1,TSNE2,Cluster,Engagement Rate,Platform,Age,Gender,Sentiment,Region
33.60385,45.13636,2,19.59,Instagram,24,0,Negative,Denmark
47.704296,2.0848289,3,30.46,Instagram,41,1,Positive,Antarctica (the territory South of 60 deg S)
-80.59921,-26.229107,4,77.34,LinkedIn,40,1,Negative,Aruba
37.482426,44.69369,2,24.44,LinkedIn,48,0,Negative,Samoa
43.937042,16.737526,3,17.22,Facebook,36,1,Unknown,Norfolk Island
-7.5596147,36.68663,2,22.58,Twitter,23,2,Unknown,Falkland Islands (Malvinas)
-10.981137,-16.605028,0,18.15,LinkedIn,44,0,Positive,Norfolk Island
-58.969894,39.530453,1,7.54,Instagram,18,0,Negative,Canada
72.10535,12.015627,3,35.09,Twitter,53,0,Neutral,Vanuatu
82.19888,30.539116,3,31.52,Facebook,52,0,Unknown,Kuwait
75.37731,-3.7843087,3,24.76,LinkedIn,25,1,Neutral,Burkina Faso
15.292367,-17.114767,0,29.44,Twitter,61,1,Unknown,El Salvador
5.3892527,38.825066,2,26.35,LinkedIn,20,1,Unknown,Turkmenistan
-52.37556,-5.3710103,4,42.72,LinkedIn,18,2,Positive,Papua New Guinea
7.934694,17.599586,2,5.04,Instagram,65,1,Negative,Martinique
55.643105,13.670952,3,42.27,LinkedIn,54,1,Unknown,Haiti
-48.897804,-39.00113,4,120.98,Twitter,60,0,Neutral,Bahamas
-28.813046,-37.213715,4,75.89,Twitter,36,1,Unknown,Albania
-10.030592,-28.44737,0,82.08,Facebook,34,2,Unknown,Russian Federation
22.107164,-13.4492,0,45.24,Instagram,31,0,Unknown,Netherlands
-1.2399018,22.817307,2,28.4,LinkedIn,64,0,Unknown,Guinea
-41.96165,29.021557,1,37.86,Facebook,45,0,Unknown,Djibouti
22.80199,-3.4901977,0,31.73,Twitter,42,0,Negative,Guinea-Bissau
1.1019074,-43.550358,0,68.2,LinkedIn,56,2,Unknown,Cambodia
17.14443,-15.380035,0,33.4,Instagram,20,2,Unknown,Moldova
-34.71545,-40.610672,4,54.01,Facebook,23,2,Neutral,Chile
-72.44703,-36.479332,4,128.65,Twitter,42,2,Unknown,French Guiana
-29.569983,-18.20281,4,34.92,Twitter,53,0,Negative,Germany
-82.800896,-29.314096,4,102.68,Facebook,44,1,Unknown,Bermuda
69.24406,-3.5842447,3,39.57,Twitter,56,1,Unknown,France
57.29068,-27.008205,3,49.59,Twitter,51,2,Unknown,Ecuador
26.722809,-41.192524,0,65.71,Twitter,21,1,Negative,Pitcairn Islands
-19.291166,-39.842876,0,75.36,Instagram,50,0,Unknown,Micronesia
-47.56832,-36.285774,4,80.63,Twitter,58,0,Negative,Suriname
19.992868,39.699955,2,13.04,LinkedIn,47,2,Positive,Jordan
78.6031,-5.341505,3,28.36,Twitter,48,1,Neutral,Cyprus
25.807747,26.015192,2,35.68,Twitter,23,0,Neutral,Seychelles
-77.259026,15.072271,1,24.52,LinkedIn,63,2,Unknown,Turkey
33.685444,-26.59879,0,73.89,LinkedIn,52,0,Unknown,Saint Lucia
-21.09192,-2.012218,4,24.73,LinkedIn,37,1,Unknown,Uzbekistan
-60.523952,0.8263814,4,35.41,Facebook,63,2,Positive,Mozambique
-77.46407,-7.8058505,4,48.53,Instagram,40,2,Positive,Monaco
57.24645,-15.751723,3,50.29,Facebook,22,2,Positive,Qatar
-28.729029,-23.225222,4,67.95,Instagram,60,0,Neutral,Peru
-20.785473,11.255208,2,13.04,Facebook,51,2,Unknown,British Virgin Islands
-0.29034805,12.651017,2,21.41,LinkedIn,47,2,Neutral,Anguilla
2.7333105,36.713947,2,27.62,Facebook,56,2,Negative,Swaziland
9.427657,10.1975765,2,21.55,Twitter,19,0,Positive,Jamaica
8.93353,-22.388388,0,46.5,LinkedIn,36,0,Neutral,Cocos (Keeling) Islands
1.4626944,-44.19802,0,91.4,Instagram,24,0,Unknown,French Polynesia
-10.706916,7.46927,2,29.04,LinkedIn,41,0,Unknown,Saint Pierre and Miquelon
-13.072575,4.087072,2,33.87,Instagram,37,1,Neutral,Bouvet Island (Bouvetoya)
-12.293562,-45.51841,0,170.23,Twitter,41,2,Neutral,Tunisia
65.77589,7.3764243,3,43.04,Instagram,38,1,Unknown,Central African Republic
-36.252293,36.631,1,17.26,LinkedIn,60,0,Neutral,Cape Verde
70.636215,-34.465546,3,188.22,Twitter,30,2,Positive,United Arab Emirates
-59.699677,-37.257526,4,88.4,Twitter,65,2,Negative,Japan
21.00831,22.468172,2,25.16,Instagram,28,0,Neutral,Liechtenstein
75.136314,33.652756,3,21.12,LinkedIn,38,1,Positive,Ecuador
-52.09603,-8.492468,4,28.64,Twitter,26,0,Positive,Indonesia
-11.724448,-47.301666,0,217.27,Twitter,44,2,Unknown,San Marino
35.08713,-23.156784,0,51.15,Facebook,39,2,Unknown,India
72.09741,-18.235266,3,76.49,LinkedIn,64,2,Negative,United Arab Emirates
51.497276,-35.03126,0,91.6,Facebook,30,0,Neutral,Guadeloupe
44.318066,40.566128,2,17.02,Instagram,50,0,Positive,Solomon Islands
-1.8253893,-25.807278,0,52.68,Facebook,22,0,Unknown,New Zealand
-80.12652,-20.678728,4,58.92,Facebook,19,2,Positive,Jersey
66.31725,27.306236,3,32.95,Instagram,49,2,Unknown,Niue
-39.522495,13.352031,1,13.38,Instagram,21,0,Positive,Lebanon
-17.890322,42.839302,2,15.71,LinkedIn,26,1,Negative,Cocos (Keeling) Islands
-73.65814,36.626892,1,24.88,Facebook,35,2,Unknown,New Zealand
71.49477,-18.061766,3,72.01,LinkedIn,33,1,Unknown,Iraq
57.087635,-34.840096,3,34.53,Twitter,21,2,Neutral,Grenada
-75.72611,32.1805,1,10.9,Instagram,40,0,Unknown,Senegal
-40.842564,-27.12703,4,65.16,LinkedIn,29,0,Unknown,Lebanon
5.5533347,-43.096348,0,68.41,LinkedIn,41,2,Unknown,Saint Martin
-69.15983,-14.784369,4,15.16,Twitter,56,1,Unknown,Czech Republic
-4.1147943,-44.836174,0,128.73,Instagram,46,1,Unknown,Indonesia
22.56238,-20.716305,0,51.65,Twitter,60,2,Negative,Nepal
25.608194,-4.308245,0,19.42,Instagram,46,1,Positive,North Macedonia
-20.637438,-4.4633393,4,23.11,Twitter,29,2,Unknown,Botswana
23.87598,19.491486,2,24.55,Twitter,24,2,Positive,Turkey
16.358484,19.841108,2,22.67,Instagram,18,1,Unknown,Denmark
25.697311,-46.809177,0,151.31,LinkedIn,58,0,Unknown,Cambodia
55.539425,12.819825,3,41.22,LinkedIn,19,0,Unknown,Serbia
-73.74353,-15.270404,4,13.56,Facebook,55,1,Unknown,Finland
-67.24947,-14.518921,4,40.63,LinkedIn,19,1,Unknown,Western Sahara
76.23487,34.683712,3,23.73,Twitter,49,2,Unknown,Saint Lucia
-40.65538,35.832207,1,15.03,Instagram,54,2,Neutral,Libyan Arab Jamahiriya
-58.391884,13.052288,1,13.7,Instagram,58,0,Unknown,Puerto Rico
69.7371,3.064258,3,15.44,LinkedIn,60,1,Positive,Luxembourg
-59.659863,-33.595436,4,57.18,LinkedIn,33,1,Negative,El Salvador
26.870949,20.360228,2,32.78,Instagram,48,2,Neutral,Cyprus
32.398922,-9.124935,0,40.09,LinkedIn,19,2,Unknown,Myanmar
22.436167,7.424206,2,27.18,Instagram,23,1,Positive,Korea
-31.229553,-44.649548,4,113.84,Twitter,49,2,Unknown,New Caledonia
79.75792,-4.593021,3,25.17,Twitter,56,1,Positive,Ukraine
2.9280174,-2.4976664,2,41.04,Twitter,65,0,Unknown,Jersey
-70.03935,-21.0402,4,24.3,Instagram,54,2,Unknown,Equatorial Guinea
-82.81087,-10.131818,4,37.98,Twitter,60,0,Neutral,Japan
67.09609,34.237915,3,24.48,LinkedIn,45,2,Unknown,Italy
-76.39952,-6.994547,4,67.61,Instagram,18,2,Negative,Gambia
69.864815,2.4201593,3,9.23,Twitter,48,2,Unknown,British Indian Ocean Territory (Chagos Archipelago)
-50.43462,-18.410004,4,33.64,Instagram,22,1,Unknown,Iraq
67.597786,22.384138,3,29.51,Twitter,55,0,Unknown,Kiribati
34.004173,24.671896,2,14.21,Twitter,28,0,Neutral,Equatorial Guinea
-57.975716,-27.861284,4,81.44,Facebook,48,0,Neutral,Sao Tome and Principe
-37.2971,-13.475814,4,26.72,Facebook,48,2,Unknown,Libyan Arab Jamahiriya
74.913704,-23.248426,3,86.56,Facebook,54,0,Negative,Bangladesh
-65.328865,34.44752,1,15.22,Instagram,41,1,Positive,French Guiana
-74.91693,11.004802,1,38.62,LinkedIn,46,2,Unknown,Somalia
-41.515476,-26.50236,4,46.88,LinkedIn,18,1,Unknown,South Georgia and the South Sandwich Islands
-35.13261,35.065655,1,9.82,Twitter,56,2,Unknown,Uganda
81.908424,6.8778663,3,40.01,Twitter,38,2,Unknown,Nauru
-33.605984,3.0379913,1,31.46,Facebook,27,1,Neutral,Venezuela
25.503551,25.788504,2,33.67,Facebook,60,1,Positive,United States Virgin Islands
-76.69382,-6.572172,4,66.86,Twitter,55,2,Unknown,Latvia
-12.827058,28.299664,2,6.36,Instagram,52,2,Positive,Malawi
67.37498,0.3644283,3,26.26,LinkedIn,44,2,Positive,Bhutan
71.817345,-26.825123,3,104.8,Twitter,63,1,Unknown,Saint Vincent and the Grenadines
-30.885439,15.768193,1,39.74,Instagram,24,1,Unknown,Bangladesh
-52.318287,12.358277,1,33.24,LinkedIn,36,1,Neutral,Lesotho
20.454544,4.5144057,2,32.06,Facebook,19,0,Unknown,Congo
-34.883305,14.54269,1,21.4,Instagram,45,0,Unknown,Algeria
-21.082865,17.950737,2,35.77,LinkedIn,40,1,Unknown,Guatemala
43.96179,21.74529,3,23.29,Twitter,44,0,Negative,Algeria
53.6628,-22.453323,3,48.26,Instagram,56,1,Unknown,Christmas Island
-19.531002,2.379897,2,48.83,Instagram,21,0,Unknown,Tanzania
75.41993,18.256922,3,20.37,Instagram,49,0,Unknown,Liechtenstein
-63.262352,36.658966,1,10.21,Instagram,42,2,Neutral,French Southern Territories
12.033407,23.899729,2,34.02,Instagram,36,1,Unknown,Papua New Guinea
-70.23672,-3.152157,4,32.34,Instagram,63,1,Neutral,Hungary
1.5743191,-9.63327,0,31.63,Twitter,25,0,Positive,Peru
-30.183044,-43.753197,4,82.43,Twitter,62,2,Unknown,Canada
19.71989,37.05964,2,17.34,Instagram,56,2,Neutral,British Virgin Islands
-22.060879,15.527808,2,24.74,Facebook,57,1,Neutral,Malta
-76.31752,21.779022,1,19.17,Facebook,28,1,Neutral,Gabon
-77.45056,-14.098288,4,28.73,Instagram,31,0,Negative,Colombia
-82.213585,-2.5673645,4,50.62,Twitter,47,2,Unknown,Samoa
81.790695,-22.135319,3,43.9,LinkedIn,34,2,Negative,Korea
-48.44492,-41.373577,4,166.18,Twitter,23,1,Unknown,El Salvador
-46.79331,13.563237,1,12.17,Facebook,20,1,Negative,Angola
71.13329,-11.364186,3,60.99,LinkedIn,30,1,Unknown,Norway
63.603085,-16.950026,3,67.94,LinkedIn,26,1,Unknown,Angola
-69.74244,-22.424295,4,62.74,Instagram,54,0,Positive,Benin
-8.502508,34.095604,2,17.97,Instagram,49,2,Neutral,Tuvalu
-38.95088,25.501896,1,13.6,Instagram,49,1,Neutral,Djibouti
-32.435673,-15.440802,4,31.3,Instagram,39,1,Positive,Bahamas
79.74672,9.031665,3,28.27,Twitter,34,1,Neutral,Greenland
30.755953,-35.649014,0,59.11,LinkedIn,39,1,Negative,New Zealand
5.0457716,-48.12852,0,166.56,Twitter,59,0,Positive,Reunion
67.57407,-30.967552,3,115.01,Facebook,54,2,Unknown,Montenegro
-17.683872,2.1977105,2,42.98,Instagram,41,0,Neutral,Tanzania
83.78651,-14.400033,3,14.27,Instagram,40,0,Neutral,El Salvador
-2.7214196,-9.3362055,0,38.57,Instagram,38,0,Unknown,Nicaragua
-67.92518,-7.782304,4,25.14,LinkedIn,47,0,Positive,Lesotho
-39.805523,43.61035,1,11.3,Facebook,45,0,Neutral,Tokelau
79.06356,21.685133,3,15.48,Facebook,53,2,Unknown,Liechtenstein
62.29,-4.5688496,3,5.94,Facebook,23,0,Neutral,Cyprus
-37.90343,28.041409,1,26.89,Facebook,23,0,Positive,Equatorial Guinea
23.190937,42.60859,2,18.63,Twitter,28,1,Positive,United States of America
83.84911,7.3795257,3,38.63,Facebook,38,2,Neutral,Saint Vincent and the Grenadines
-47.028744,18.716919,1,17.81,Facebook,27,1,Unknown,Guinea
-45.444588,34.64202,1,27.06,Facebook,18,2,Unknown,Albania
34.89746,38.133934,2,10.62,Facebook,42,1,Negative,Cook Islands
-50.385326,37.839355,1,27.46,Twitter,63,1,Unknown,Bangladesh
78.259926,23.919807,3,23.75,Twitter,35,0,Negative,Malawi
-44.884914,-31.992682,4,72.97,Instagram,28,0,Unknown,Chad
74.64905,1.8803432,3,32.7,Instagram,55,0,Unknown,Portugal
43.7927,21.599112,3,23.95,Instagram,19,0,Neutral,Niger
71.98479,32.562096,3,9.96,Facebook,32,2,Unknown,Slovenia
60.661297,-3.4889066,3,16.47,LinkedIn,27,0,Positive,Botswana
15.632825,34.754017,2,8.04,Facebook,43,0,Neutral,Albania
-3.2076793,-10.278774,0,44.37,Twitter,47,2,Unknown,Fiji
45.208866,12.41077,3,20.78,Twitter,64,1,Positive,Monaco
-83.92085,-7.658573,4,54.88,Facebook,41,0,Positive,Congo
-43.54756,43.931274,1,12.77,Facebook,50,2,Unknown,French Southern Territories
16.515625,18.547682,2,12.85,Facebook,30,2,Unknown,Kazakhstan
-16.291903,17.708424,2,39.61,Facebook,57,2,Unknown,Lao People's Democratic Republic
-23.46258,-3.9892032,4,17.47,LinkedIn,39,2,Neutral,Vietnam
26.47285,37.8154,2,16.81,Facebook,55,0,Unknown,Turks and Caicos Islands
-52.350445,-16.599737,4,36.88,Facebook,64,1,Negative,Germany
-77.58433,25.052736,1,11.23,LinkedIn,50,0,Unknown,Saudi Arabia
31.776688,-31.42319,0,97.59,Instagram,34,0,Unknown,Sweden
-37.795334,27.001963,1,20.44,Facebook,24,2,Unknown,Mauritius
-39.306267,-36.69394,4,177.77,Facebook,60,0,Neutral,Mongolia
72.2546,31.105627,3,16.44,Facebook,29,2,Unknown,Albania
-84.13851,-8.497811,4,66.7,Facebook,40,1,Neutral,Chile
9.002095,18.400011,2,3.48,Instagram,19,2,Unknown,Reunion
-3.507843,-38.664936,0,126.7,Twitter,55,0,Negative,Slovenia
12.274863,-39.673397,0,53.34,LinkedIn,52,1,Positive,Latvia
-9.902783,4.5154243,2,33.3,Facebook,52,1,Unknown,Cook Islands
30.909172,24.826902,2,9.55,Twitter,41,1,Unknown,Saint Pierre and Miquelon
-78.05187,-20.4266,4,33.25,Facebook,63,1,Unknown,Belarus
-83.49517,-5.543052,4,55.44,Twitter,58,1,Neutral,Niger
-46.15376,-38.592575,4,94.43,Facebook,38,0,Unknown,Saint Vincent and the Grenadines
-69.5876,31.85545,1,28.72,Twitter,54,1,Unknown,Nigeria
51.516766,25.59184,3,15.1,Facebook,62,2,Unknown,Guatemala
68.19819,31.8054,3,16.33,Twitter,20,0,Positive,British Virgin Islands
77.351006,23.675188,3,25.43,Facebook,63,0,Neutral,Finland
38.01194,-42.51306,0,23.45,LinkedIn,21,1,Unknown,Tajikistan
77.61152,-5.13972,3,40.61,Facebook,57,1,Positive,Azerbaijan
58.56785,-15.765075,3,52.58,Twitter,64,2,Unknown,Venezuela
-23.402075,13.412411,1,11.98,LinkedIn,32,0,Negative,Burundi
-22.71411,-9.940022,4,10.39,Instagram,50,0,Unknown,Senegal
60.396885,-15.448848,3,74.97,Facebook,36,0,Negative,South Georgia and the South Sandwich Islands
-77.13117,35.341705,1,16.78,Facebook,42,2,Neutral,Paraguay
-50.021255,40.153545,1,17.27,Twitter,25,0,Neutral,Cape Verde
-17.870543,21.636969,2,28.96,Instagram,25,2,Neutral,Bhutan
85.368126,9.59231,3,46.93,LinkedIn,61,0,Unknown,Denmark
-44.351948,-38.3344,4,51.55,LinkedIn,28,2,Unknown,Mexico
35.373955,-29.377293,0,91.08,Twitter,61,0,Unknown,Korea
5.380327,27.356995,2,15.64,Instagram,18,0,Unknown,Antigua and Barbuda
-26.499233,8.550525,1,20.46,LinkedIn,41,1,Neutral,Romania
-9.570196,-17.58005,0,32.69,LinkedIn,44,2,Unknown,Saint Barthelemy
24.761433,-43.27787,0,39.36,Instagram,29,1,Neutral,Wallis and Futuna
76.054375,-32.04067,3,115.43,Twitter,60,0,Unknown,Reunion
-22.60155,11.790555,2,9.21,LinkedIn,53,1,Positive,Russian Federation
40.115997,43.26676,2,21.98,Facebook,36,0,Negative,Costa Rica
10.259057,11.159284,2,25.75,Facebook,28,2,Negative,Saint Martin
11.96251,40.053146,2,11.63,Twitter,40,2,Positive,Andorra
47.636814,-29.023397,0,50.25,LinkedIn,37,2,Negative,North Macedonia
-78.9276,-32.486855,4,139.04,LinkedIn,31,2,Unknown,Iraq
81.97726,13.213441,3,23.93,Twitter,44,1,Negative,Brazil
80.554535,35.046715,3,24.66,Twitter,50,0,Unknown,Nicaragua
-44.52529,-6.468282,4,43.24,Instagram,51,0,Unknown,Iceland
-22.579866,5.1650925,2,35.52,Instagram,44,2,Negative,China
54.131233,24.503468,3,11.85,LinkedIn,33,1,Unknown,Antarctica (the territory South of 60 deg S)
77.20024,-31.407274,3,94.82,LinkedIn,47,0,Unknown,India
55.165615,29.84675,3,18.9,Instagram,27,0,Positive,Dominican Republic
-50.122787,-38.46707,4,106.8,LinkedIn,32,2,Positive,Uganda
1.8449296,8.197239,2,31.11,Facebook,40,0,Positive,Serbia
-80.69838,9.456581,1,24.7,Instagram,29,0,Unknown,Myanmar
45.87651,-31.551373,0,65.11,Instagram,53,0,Neutral,Trinidad and Tobago
-42.65828,-32.43558,4,63.56,LinkedIn,34,2,Unknown,Northern Mariana Islands
-0.8893751,-34.030094,0,33.79,Instagram,19,0,Unknown,Burundi
-74.56642,23.360909,1,15.82,Facebook,51,2,Negative,Nepal
-72.82554,-36.917336,4,174.96,Instagram,22,1,Negative,Australia
-50.18509,37.584133,1,25.26,Twitter,54,2,Unknown,Russian Federation
-72.952225,-32.545414,4,78.9,Facebook,42,1,Unknown,Hong Kong
76.942505,33.3963,3,15.26,Instagram,53,2,Negative,Brunei Darussalam
75.73705,-26.547207,3,138.68,Instagram,31,0,Negative,Venezuela
-73.89537,-19.71883,4,36.44,Facebook,34,2,Unknown,Mongolia
77.181335,22.402987,3,18.25,Facebook,23,2,Positive,Swaziland
-35.474335,-39.404892,4,78.33,Facebook,58,2,Negative,Paraguay
81.73514,-1.9334066,3,16.12,Facebook,47,1,Negative,Svalbard & Jan Mayen Islands
19.43851,44.595165,2,16.6,Instagram,35,0,Unknown,Marshall Islands
-58.19492,-35.279583,4,67.86,Twitter,51,1,Unknown,Timor-Leste
42.94841,27.07362,3,25.09,Twitter,35,1,Neutral,Gabon
25.396173,-43.754837,0,41.42,Facebook,51,1,Unknown,Cuba
-4.0108395,42.41936,2,16.44,Instagram,64,2,Unknown,Palau
-76.08831,18.648457,1,18.56,Facebook,63,2,Neutral,Andorra
-32.856915,-0.17853704,4,22.9,LinkedIn,20,1,Negative,Lao People's Democratic Republic
51.937614,26.24776,3,16.21,LinkedIn,46,0,Negative,Saint Vincent and the Grenadines
-9.089922,7.525982,2,35.38,Facebook,63,1,Negative,Colombia
-0.22734267,-10.1873665,0,45.99,Facebook,40,2,Unknown,Poland
9.897014,-38.247437,0,89.65,Instagram,36,1,Unknown,Palestinian Territory
80.90679,-21.015545,3,53.54,LinkedIn,49,0,Unknown,Mali
-21.625917,16.835688,2,28.47,Facebook,45,2,Neutral,Mali
21.246044,17.088009,2,39.64,Facebook,43,1,Neutral,Rwanda
75.99181,-1.5469533,3,18.28,Instagram,47,2,Negative,Bouvet Island (Bouvetoya)
47.87713,-40.017406,0,159.66,Twitter,46,2,Neutral,Colombia
-62.1016,7.680439,1,35.09,Twitter,22,1,Unknown,Sao Tome and Principe
47.932377,-29.235062,0,59.21,Instagram,22,1,Positive,Bermuda
-60.593925,-32.889572,4,50.55,LinkedIn,27,1,Negative,Cuba
-78.997406,6.47037,1,15.36,LinkedIn,38,2,Unknown,Bosnia and Herzegovina
14.604236,32.888836,2,8.05,Facebook,33,1,Neutral,Anguilla
73.44918,2.5808516,3,26.25,Facebook,30,2,Neutral,Norway
-78.19761,13.418032,1,23.79,Facebook,44,0,Unknown,Sri Lanka
81.058464,-27.42594,3,98.79,LinkedIn,35,1,Unknown,Turkmenistan
-53.831177,-41.10661,4,189.95,Twitter,24,1,Positive,Seychelles
26.213829,8.202793,2,9.58,Instagram,39,2,Unknown,Saint Pierre and Miquelon
-69.68525,36.080208,1,21.26,LinkedIn,63,0,Unknown,Albania
-25.779224,-9.4751215,4,38.17,Instagram,35,0,Unknown,South Georgia and the South Sandwich Islands
-32.301517,42.559807,1,29.85,LinkedIn,64,1,Negative,Jersey
35.438988,41.99419,2,17.85,Instagram,53,2,Unknown,Mali
-60.275066,-31.312567,4,31.97,Facebook,52,2,Unknown,Argentina
48.729885,-25.12581,3,7.31,Twitter,32,1,Unknown,Jersey
-70.082794,21.750557,1,26.89,Twitter,42,0,Unknown,Liechtenstein
-41.03968,23.386665,1,3.89,LinkedIn,51,0,Neutral,Haiti
72.32563,18.08197,3,6.93,Twitter,64,1,Negative,Korea
-84.39365,30.358929,1,38.44,LinkedIn,34,0,Neutral,Norfolk Island
-60.79029,36.674778,1,14.15,LinkedIn,33,2,Unknown,French Guiana
-54.12482,-16.370527,4,53.58,LinkedIn,23,2,Negative,Saint Pierre and Miquelon
-69.340096,-3.2085018,4,27.63,Twitter,20,0,Unknown,Antarctica (the territory South of 60 deg S)
-69.895515,-37.969555,4,123.28,Twitter,39,0,Negative,Niger
-12.323897,5.4475555,2,24.07,Facebook,56,1,Unknown,Netherlands
-14.44291,41.652454,2,3.8,Twitter,40,0,Negative,Korea
11.927403,-39.484493,0,53.69,Twitter,65,2,Negative,United Kingdom
-21.793604,3.4662547,2,32.44,LinkedIn,23,0,Unknown,Rwanda
8.326854,-30.487976,0,89.39,LinkedIn,60,1,Neutral,Monaco
15.210785,42.532116,2,17.39,Instagram,49,2,Neutral,Swaziland
-74.67163,-30.654297,4,69.23,Instagram,58,2,Unknown,New Zealand
-12.152117,4.6310863,2,25.04,LinkedIn,42,2,Unknown,Saint Martin
75.054054,-20.142185,3,73.67,Twitter,38,2,Unknown,Egypt
-13.014988,29.358797,2,15.67,Facebook,55,1,Positive,Morocco
53.613174,-19.067226,3,21.54,Twitter,39,0,Unknown,Bermuda
-64.68053,27.99961,1,28.62,LinkedIn,35,1,Positive,Chad
19.703033,17.126104,2,42.28,Facebook,34,2,Positive,Solomon Islands
-59.66824,-4.5579305,4,45.23,Facebook,44,1,Unknown,Bahamas
-58.617943,-3.1206977,4,45.16,LinkedIn,40,1,Negative,Tonga
23.42943,45.354656,2,23.01,Facebook,62,2,Positive,Bermuda
5.5277634,20.520702,2,19.72,Twitter,41,1,Positive,Spain
16.623995,-41.163975,0,119.29,Facebook,49,0,Unknown,Korea
82.42632,-13.5205345,3,24.2,Instagram,57,0,Positive,Micronesia
34.156925,-26.68704,0,65.68,Instagram,29,2,Unknown,Aruba
-53.285957,-16.365908,4,53.13,Twitter,54,2,Neutral,Bahamas
36.557507,18.39561,2,35.91,Twitter,46,0,Neutral,Argentina
-46.42012,13.417087,1,8.49,Facebook,37,2,Unknown,United States Virgin Islands
-44.165077,-0.68863463,4,44.82,Facebook,65,1,Negative,Togo
-18.574062,-32.319736,0,60.03,LinkedIn,32,0,Negative,Heard Island and McDonald Islands
-41.888332,44.48777,1,6.5,LinkedIn,33,1,Unknown,Antigua and Barbuda
44.848606,-4.1742573,3,43.99,LinkedIn,40,2,Neutral,Japan
-4.6261487,-32.915844,0,53.9,Instagram,28,1,Positive,Pitcairn Islands
76.25417,-31.950363,3,86.02,Twitter,51,2,Unknown,Qatar
-79.28692,-7.70363,4,53.15,LinkedIn,51,0,Negative,Malaysia
-54.17202,-34.614586,4,105.82,Instagram,21,0,Unknown,Timor-Leste
-6.74278,31.889374,2,17.8,Twitter,44,2,Unknown,Mauritania
74.4434,23.31276,3,3.21,LinkedIn,38,1,Neutral,Armenia
36.482838,19.649027,2,33.85,Facebook,54,2,Unknown,Pakistan
-76.308754,-7.60043,4,58.9,Instagram,21,0,Negative,Saudi Arabia
-54.241627,-18.514566,4,55.54,Instagram,29,2,Negative,Bosnia and Herzegovina
17.249117,40.048992,2,8.39,Twitter,38,1,Unknown,Georgia
82.394905,7.3798203,3,31.17,LinkedIn,56,2,Negative,Svalbard & Jan Mayen Islands
46.17381,-26.16554,0,19.08,Twitter,43,1,Neutral,Isle of Man
-0.7701023,28.211826,2,24.74,Twitter,25,1,Unknown,Pakistan
44.001377,-6.255444,3,45.38,Twitter,41,1,Unknown,Congo
51.273746,-37.050816,0,155.3,Facebook,57,0,Unknown,Cayman Islands
57.88286,29.648254,3,14.87,Twitter,40,2,Unknown,Slovakia (Slovak Republic)
-76.93229,-25.520834,4,46.51,Facebook,59,2,Negative,Marshall Islands
4.882278,11.415469,2,11.54,Instagram,33,2,Unknown,Cayman Islands
82.49677,-9.633385,3,18.1,Facebook,45,1,Neutral,Western Sahara
-76.92107,-8.025707,4,58.86,Facebook,41,0,Positive,Uzbekistan
74.93477,-24.282423,3,116.65,Instagram,31,2,Positive,Monaco
42.082207,-44.43856,0,123.46,LinkedIn,59,2,Unknown,Yemen
-66.7294,14.290848,1,19.62,Instagram,59,1,Unknown,Paraguay
18.14425,20.698616,2,21.51,LinkedIn,35,1,Unknown,Turks and Caicos Islands
63.68364,-4.9709,3,16.57,Instagram,18,2,Unknown,Papua New Guinea
-68.310425,27.17227,1,28.88,Twitter,32,0,Unknown,Latvia
-19.971588,1.8589352,2,46.54,Twitter,48,0,Unknown,Dominica
33.611656,28.318087,2,28.71,Instagram,46,0,Unknown,Sierra Leone
-54.583855,-4.0875316,4,52.02,Instagram,50,0,Unknown,Bermuda
27.325104,44.149757,2,27.03,Instagram,51,1,Negative,United States Virgin Islands
22.8229,0.7575767,2,16.58,LinkedIn,58,1,Neutral,Angola
-48.599556,42.120296,1,13.17,LinkedIn,30,1,Neutral,Palestinian Territory
-36.912308,-6.2037888,4,24.72,Facebook,46,1,Negative,United Arab Emirates
-26.883177,-22.5747,4,54.03,Twitter,52,1,Unknown,Serbia
60.90405,-25.961327,3,70.48,LinkedIn,56,1,Unknown,United States Virgin Islands
-18.61624,-33.496067,0,69.55,LinkedIn,32,0,Positive,Heard Island and McDonald Islands
-59.04844,-1.3864826,4,35.96,LinkedIn,30,2,Unknown,Jordan
-46.772556,13.057374,1,12.16,Twitter,38,2,Unknown,Afghanistan
-14.774636,-38.125713,0,94.6,Facebook,42,2,Unknown,Ireland
18.292442,47.354965,2,26.39,Instagram,25,2,Unknown,Anguilla
39.32395,45.101395,2,33.06,LinkedIn,60,0,Unknown,Togo
-69.51768,12.61135,1,20.67,LinkedIn,19,1,Unknown,Israel
49.148327,40.9788,3,22.43,Instagram,25,0,Negative,Jordan
46.699165,-0.26356226,3,26.42,Twitter,63,1,Unknown,Oman
34.42923,-13.667174,0,36.42,LinkedIn,44,0,Unknown,Mali
54.28097,-7.9797735,3,54.95,Instagram,46,1,Unknown,Namibia
-25.571346,-37.43758,4,137.49,Twitter,25,2,Positive,Afghanistan
-46.50888,6.2582545,1,54.36,Facebook,38,2,Positive,Montserrat
-52.8602,-40.556274,4,140.56,Instagram,48,1,Negative,Syrian Arab Republic
76.229805,37.358276,3,13.42,Instagram,38,0,Neutral,United Kingdom
-39.14633,40.643444,1,21.44,Facebook,54,1,Positive,Guatemala
